maxDepth,th,eta,nRounds,accuracy,logloss
1,0.5,0.1,1,0.592592592592593,0.684261005278437
1,0.5,0.1,2,0.592592592592593,0.678715471827886
1,0.5,0.1,3,0.592592592592593,0.679336260046172
1,0.5,0.1,4,0.592592592592593,0.650748401264902
1,0.5,0.1,5,0.592592592592593,0.626975342136229
1,0.5,0.1,6,0.592592592592593,0.62642403827724
1,0.5,0.1,7,0.592592592592593,0.603550557953165
1,0.5,0.1,8,0.592592592592593,0.584466608525275
1,0.5,0.1,9,0.592592592592593,0.5881058981934
1,0.5,0.1,10,0.592592592592593,0.569376930495532
1,0.5,0.1,11,0.703703703703704,0.55371308739762
1,0.5,0.1,12,0.62962962962963,0.54775383881988
1,0.5,0.1,13,0.592592592592593,0.550349132558636
1,0.5,0.1,14,0.62962962962963,0.54312576145478
1,0.5,0.1,15,0.62962962962963,0.535579479069571
1,0.5,0.1,16,0.703703703703704,0.523043437775338
1,0.5,0.1,17,0.740740740740741,0.50914335911136
1,0.5,0.1,18,0.703703703703704,0.514382532995445
1,0.5,0.1,19,0.62962962962963,0.5133607174308
1,0.5,0.1,20,0.703703703703704,0.502900898445135
1,0.5,0.1,21,0.740740740740741,0.497958296294789
1,0.5,0.1,22,0.740740740740741,0.492811582750813
1,0.5,0.1,23,0.740740740740741,0.481930408774919
1,0.5,0.1,24,0.740740740740741,0.48745424198753
1,0.5,0.1,25,0.740740740740741,0.483007026067119
1,0.5,0.1,26,0.740740740740741,0.474578852113467
1,0.5,0.1,27,0.740740740740741,0.467252840216493
1,0.5,0.1,28,0.777777777777778,0.458192034985398
1,0.5,0.1,29,0.740740740740741,0.46368810904998
1,0.5,0.1,30,0.777777777777778,0.456514098718317
1,0.5,0.1,31,0.740740740740741,0.456806471688053
1,0.5,0.1,32,0.740740740740741,0.454036073346663
1,0.5,0.1,33,0.740740740740741,0.454656395388867
1,0.5,0.1,34,0.740740740740741,0.451923645002721
1,0.5,0.1,35,0.740740740740741,0.445876609421449
1,0.5,0.1,36,0.740740740740741,0.438500516349772
1,0.5,0.1,37,0.777777777777778,0.433330210139865
1,0.5,0.1,38,0.740740740740741,0.438544240734271
1,0.5,0.1,39,0.740740740740741,0.438318021306195
1,0.5,0.1,40,0.740740740740741,0.439019014099663
1,0.5,0.1,41,0.740740740740741,0.435684024293776
1,0.5,0.1,42,0.777777777777778,0.433627380325166
1,0.5,0.1,43,0.777777777777778,0.432891649345787
1,0.5,0.1,44,0.777777777777778,0.426799912789654
1,0.5,0.1,45,0.777777777777778,0.427575391208151
1,0.5,0.1,46,0.777777777777778,0.424726484750255
1,0.5,0.1,47,0.777777777777778,0.420175840816422
1,0.5,0.1,48,0.777777777777778,0.416408031486499
1,0.5,0.1,49,0.777777777777778,0.421224543630583
1,0.5,0.1,50,0.777777777777778,0.420732968676787
1,0.5,0.1,51,0.777777777777778,0.419257425549366
1,0.5,0.1,52,0.777777777777778,0.421099815589914
1,0.5,0.1,53,0.777777777777778,0.421285097536838
1,0.5,0.1,54,0.777777777777778,0.422018982336207
1,0.5,0.1,55,0.777777777777778,0.419739857462052
1,0.5,0.1,56,0.777777777777778,0.414719964440369
1,0.5,0.1,57,0.777777777777778,0.416500882637747
1,0.5,0.1,58,0.777777777777778,0.414846391008072
1,0.5,0.1,59,0.777777777777778,0.411165348502683
1,0.5,0.1,60,0.777777777777778,0.411986968431157
1,0.5,0.1,61,0.777777777777778,0.411498640035933
1,0.5,0.1,62,0.777777777777778,0.40991937870214
1,0.5,0.1,63,0.777777777777778,0.414400085254
1,0.5,0.1,64,0.777777777777778,0.416207247651015
1,0.5,0.1,65,0.777777777777778,0.414299942034296
1,0.5,0.1,66,0.777777777777778,0.414564913915464
1,0.5,0.1,67,0.777777777777778,0.413521609290267
1,0.5,0.1,68,0.777777777777778,0.416145589776972
1,0.5,0.1,69,0.777777777777778,0.4170024963779
1,0.5,0.1,70,0.777777777777778,0.418741539118592
1,0.5,0.1,71,0.777777777777778,0.41749083954552
1,0.5,0.1,72,0.777777777777778,0.413452579957236
1,0.5,0.1,73,0.777777777777778,0.413709770568476
1,0.5,0.1,74,0.777777777777778,0.412110708008655
1,0.5,0.1,75,0.777777777777778,0.41297765208759
1,0.5,0.1,76,0.777777777777778,0.414693080373277
1,0.5,0.1,77,0.777777777777778,0.414225697458981
1,0.5,0.1,78,0.777777777777778,0.418432143148108
1,0.5,0.1,79,0.777777777777778,0.417506147625705
1,0.5,0.1,80,0.777777777777778,0.419989541282807
1,0.5,0.1,81,0.777777777777778,0.417197016482704
1,0.5,0.1,82,0.777777777777778,0.414928967133203
1,0.5,0.1,83,0.777777777777778,0.415501859623932
1,0.5,0.1,84,0.777777777777778,0.41405081790996
1,0.5,0.1,85,0.777777777777778,0.414877863655729
1,0.5,0.1,86,0.777777777777778,0.411390390966791
1,0.5,0.1,87,0.777777777777778,0.410045870366061
1,0.5,0.1,88,0.777777777777778,0.410579495222679
1,0.5,0.1,89,0.777777777777778,0.408060304748546
1,0.5,0.1,90,0.777777777777778,0.410366376681489
1,0.5,0.1,91,0.777777777777778,0.41428579765363
1,0.5,0.1,92,0.777777777777778,0.413512002223814
1,0.5,0.1,93,0.777777777777778,0.414910676286628
1,0.5,0.1,94,0.777777777777778,0.414481724332916
1,0.5,0.1,95,0.777777777777778,0.415329914578971
1,0.5,0.1,96,0.777777777777778,0.415655411237243
1,0.5,0.1,97,0.777777777777778,0.417055804595965
1,0.5,0.1,98,0.777777777777778,0.41644939261823
1,0.5,0.1,99,0.777777777777778,0.416981650251292
1,0.5,0.1,100,0.777777777777778,0.416541121610898
1,0.5,0.2,1,0.592592592592593,0.678273937912862
1,0.5,0.2,2,0.592592592592593,0.681949000122338
1,0.5,0.2,3,0.592592592592593,0.628191915315787
1,0.5,0.2,4,0.592592592592593,0.584745776219039
1,0.5,0.2,5,0.592592592592593,0.588556003936082
1,0.5,0.2,6,0.592592592592593,0.553530927304619
1,0.5,0.2,7,0.851851851851852,0.524726815563943
1,0.5,0.2,8,0.62962962962963,0.515502722664359
1,0.5,0.2,9,0.740740740740741,0.503776278688836
1,0.5,0.2,10,0.703703703703704,0.492289717814893
1,0.5,0.2,11,0.62962962962963,0.504243939456553
1,0.5,0.2,12,0.740740740740741,0.485118157298397
1,0.5,0.2,13,0.740740740740741,0.476824537125781
1,0.5,0.2,14,0.740740740740741,0.457915066325247
1,0.5,0.2,15,0.777777777777778,0.445238845600077
1,0.5,0.2,16,0.777777777777778,0.432265035083486
1,0.5,0.2,17,0.777777777777778,0.433925733717683
1,0.5,0.2,18,0.777777777777778,0.434510983225684
1,0.5,0.2,19,0.740740740740741,0.445637011124848
1,0.5,0.2,20,0.777777777777778,0.431940630596695
1,0.5,0.2,21,0.777777777777778,0.425306303019631
1,0.5,0.2,22,0.777777777777778,0.425226473869788
1,0.5,0.2,23,0.740740740740741,0.421917067737124
1,0.5,0.2,24,0.777777777777778,0.42083845217405
1,0.5,0.2,25,0.740740740740741,0.422391655830712
1,0.5,0.2,26,0.740740740740741,0.426222342164255
1,0.5,0.2,27,0.740740740740741,0.421437080351504
1,0.5,0.2,28,0.777777777777778,0.413496297566156
1,0.5,0.2,29,0.740740740740741,0.423169269011818
