nodes,nTree,accuracy
17,5,0.734177215189873
18,5,0.734177215189873
19,5,0.777777777777778
20,5,0.728744939271255
21,5,0.742063492063492
22,5,0.742063492063492
23,5,0.738955823293173
24,5,0.73469387755102
25,5,0.767068273092369
26,5,0.767068273092369
27,5,0.7625
28,5,0.757322175732218
29,5,0.74390243902439
30,5,0.73109243697479
31,5,0.73109243697479
32,5,0.735537190082645
33,5,0.732217573221757
34,5,0.710204081632653
35,5,0.735294117647059
36,5,0.710084033613445
37,5,0.719665271966527
38,5,0.719665271966527
39,5,0.720164609053498
40,5,0.726530612244898
41,5,0.705394190871369
42,5,0.732510288065844
43,5,0.732510288065844
44,5,0.7125
45,5,0.7125
46,5,0.7125
47,5,0.702928870292887
48,5,0.702928870292887
49,5,0.760504201680672
50,5,0.785714285714286
51,5,0.748936170212766
52,5,0.748936170212766
53,5,0.780082987551867
54,5,0.780082987551867
55,5,0.734439834024896
56,5,0.734439834024896
57,5,0.734439834024896
58,5,0.778225806451613
59,5,0.75
60,5,0.75
61,5,0.737903225806452
62,5,0.729508196721312
63,5,0.729508196721312
64,5,0.733333333333333
65,5,0.733333333333333
66,5,0.733333333333333
67,5,0.733333333333333
68,5,0.733333333333333
69,5,0.733333333333333
70,5,0.733333333333333
71,5,0.733333333333333
72,5,0.721991701244813
73,5,0.721991701244813
74,5,0.721991701244813
75,5,0.705394190871369
76,5,0.747933884297521
77,5,0.747933884297521
78,5,0.747933884297521
79,5,0.747933884297521
80,5,0.747933884297521
81,5,0.765690376569038
82,5,0.748953974895398
83,5,0.734439834024896
84,5,0.734439834024896
85,5,0.768
86,5,0.768
87,5,0.768
88,5,0.768
89,5,0.768
90,5,0.753138075313808
91,5,0.753138075313808
92,5,0.753138075313808
93,5,0.725
94,5,0.725
95,5,0.725
96,5,0.725
97,5,0.725
98,5,0.725
99,5,0.725
100,5,0.725
1,6,0.816733067729084
2,6,0.788844621513944
3,6,0.756972111553785
4,6,0.713114754098361
5,6,0.767716535433071
6,6,0.794466403162055
7,6,0.786821705426357
8,6,0.76953125
9,6,0.748031496062992
10,6,0.720472440944882
11,6,0.773809523809524
12,6,0.78125
13,6,0.774703557312253
14,6,0.727272727272727
15,6,0.789473684210526
16,6,0.781376518218624
17,6,0.770161290322581
18,6,0.72
19,6,0.789473684210526
20,6,0.749019607843137
21,6,0.739299610894942
22,6,0.743190661478599
23,6,0.74703557312253
24,6,0.72265625
25,6,0.755905511811024
26,6,0.748031496062992
27,6,0.75
28,6,0.735177865612648
29,6,0.770428015564202
30,6,0.756
31,6,0.772
32,6,0.756972111553785
33,6,0.753968253968254
34,6,0.7265625
35,6,0.75
36,6,0.721774193548387
37,6,0.738095238095238
38,6,0.726190476190476
39,6,0.71031746031746
40,6,0.72265625
41,6,0.713147410358566
42,6,0.777777777777778
43,6,0.777777777777778
44,6,0.742063492063492
45,6,0.726190476190476
46,6,0.726190476190476
47,6,0.74703557312253
48,6,0.74703557312253
49,6,0.772
50,6,0.775100401606426
51,6,0.75
52,6,0.737903225806452
53,6,0.782608695652174
54,6,0.782608695652174
55,6,0.743083003952569
56,6,0.743083003952569
57,6,0.743083003952569
58,6,0.766798418972332
59,6,0.779527559055118
60,6,0.779527559055118
61,6,0.72265625
62,6,0.728346456692913
63,6,0.728346456692913
64,6,0.738095238095238
65,6,0.738095238095238
66,6,0.738095238095238
67,6,0.761904761904762
68,6,0.761904761904762
69,6,0.761904761904762
70,6,0.761904761904762
71,6,0.761904761904762
72,6,0.724
73,6,0.716
74,6,0.716
75,6,0.714859437751004
76,6,0.733067729083665
77,6,0.733067729083665
78,6,0.733067729083665
79,6,0.733067729083665
80,6,0.733067729083665
81,6,0.793650793650794
82,6,0.761904761904762
83,6,0.78968253968254
84,6,0.78968253968254
85,6,0.761538461538462
86,6,0.761538461538462
87,6,0.761538461538462
88,6,0.761538461538462
89,6,0.761538461538462
90,6,0.777327935222672
91,6,0.777327935222672
92,6,0.777327935222672
93,6,0.736842105263158
94,6,0.736842105263158
95,6,0.736842105263158
96,6,0.736842105263158
97,6,0.736842105263158
98,6,0.736842105263158
99,6,0.736842105263158
100,6,0.736842105263158
1,7,0.75968992248062
2,7,0.787644787644788
3,7,0.783783783783784
4,7,0.732283464566929
5,7,0.756653992395437
6,7,0.801556420233463
7,7,0.789473684210526
8,7,0.778625954198473
9,7,0.750972762645914
10,7,0.730769230769231
11,7,0.796875
12,7,0.760456273764259
13,7,0.802325581395349
14,7,0.74031007751938
15,7,0.751968503937008
16,7,0.793774319066148
17,7,0.745173745173745
18,7,0.737254901960784
19,7,0.771653543307087
20,7,0.735632183908046
21,7,0.720306513409962
22,7,0.735632183908046
23,7,0.762452107279693
24,7,0.726923076923077
25,7,0.809885931558936
26,7,0.759541984732825
27,7,0.743190661478599
28,7,0.739463601532567
29,7,0.767790262172285
30,7,0.766536964980545
31,7,0.75875486381323
32,7,0.766283524904215
33,7,0.754863813229572
34,7,0.725868725868726
35,7,0.725490196078431
36,7,0.75
37,7,0.732824427480916
38,7,0.732824427480916
39,7,0.714285714285714
40,7,0.731800766283525
41,7,0.722007722007722
42,7,0.758620689655172
43,7,0.758620689655172
44,7,0.745173745173745
45,7,0.761538461538462
46,7,0.742307692307692
47,7,0.743295019157088
48,7,0.743295019157088
49,7,0.767441860465116
50,7,0.784313725490196
51,7,0.735177865612648
52,7,0.761904761904762
53,7,0.821011673151751
54,7,0.802325581395349
55,7,0.741176470588235
56,7,0.741176470588235
57,7,0.741176470588235
58,7,0.770428015564202
59,7,0.763565891472868
60,7,0.763565891472868
61,7,0.724137931034483
62,7,0.71875
63,7,0.71875
64,7,0.756756756756757
65,7,0.756756756756757
66,7,0.756756756756757
67,7,0.749034749034749
68,7,0.749034749034749
69,7,0.749034749034749
70,7,0.749034749034749
71,7,0.749034749034749
72,7,0.707692307692308
73,7,0.719230769230769
74,7,0.719230769230769
75,7,0.724409448818898
76,7,0.74609375
77,7,0.74609375
78,7,0.74609375
79,7,0.74609375
80,7,0.74609375
81,7,0.752895752895753
82,7,0.741312741312741
83,7,0.768339768339768
84,7,0.768339768339768
85,7,0.749049429657795
86,7,0.749049429657795
87,7,0.749049429657795
88,7,0.749049429657795
89,7,0.749049429657795
90,7,0.75
91,7,0.75
92,7,0.75
93,7,0.766536964980545
94,7,0.766536964980545
95,7,0.766536964980545
96,7,0.766536964980545
97,7,0.762645914396887
98,7,0.762645914396887
99,7,0.762645914396887
100,7,0.762645914396887
1,8,0.792307692307692
2,8,0.767175572519084
3,8,0.777777777777778
4,8,0.747169811320755
5,8,0.767790262172285
6,8,0.800766283524904
7,8,0.791044776119403
8,8,0.788679245283019
9,8,0.778625954198473
10,8,0.738636363636364
11,8,0.798479087452472
12,8,0.769811320754717
13,8,0.797709923664122
14,8,0.731800766283525
15,8,0.755813953488372
16,8,0.803846153846154
17,8,0.753787878787879
18,8,0.754789272030651
19,8,0.796153846153846
20,8,0.766037735849057
21,8,0.734848484848485
22,8,0.730038022813688
23,8,0.798479087452472
24,8,0.744274809160305
25,8,0.802238805970149
26,8,0.754716981132076
27,8,0.732075471698113
28,8,0.733840304182509
29,8,0.772388059701493
30,8,0.789272030651341
31,8,0.793103448275862
32,8,0.807547169811321
33,8,0.732824427480916
34,8,0.711026615969582
35,8,0.733590733590734
36,8,0.720306513409962
37,8,0.756653992395437
38,8,0.742424242424242
39,8,0.704980842911877
40,8,0.69811320754717
41,8,0.731060606060606
42,8,0.773584905660377
43,8,0.773584905660377
44,8,0.733082706766917
45,8,0.75187969924812
46,8,0.740601503759399
47,8,0.741573033707865
48,8,0.741573033707865
49,8,0.761538461538462
50,8,0.770992366412214
51,8,0.72972972972973
52,8,0.74031007751938
53,8,0.806818181818182
54,8,0.799242424242424
55,8,0.770114942528736
56,8,0.770114942528736
57,8,0.770114942528736
58,8,0.749049429657795
59,8,0.760456273764259
60,8,0.760456273764259
61,8,0.715355805243446
62,8,0.71264367816092
63,8,0.71264367816092
64,8,0.737642585551331
65,8,0.737642585551331
66,8,0.737642585551331
67,8,0.76425855513308
68,8,0.76425855513308
69,8,0.76425855513308
70,8,0.76425855513308
71,8,0.76425855513308
72,8,0.749049429657795
73,8,0.740458015267176
74,8,0.740458015267176
75,8,0.734615384615385
76,8,0.765384615384615
77,8,0.765384615384615
78,8,0.765384615384615
79,8,0.765384615384615
80,8,0.765384615384615
81,8,0.747126436781609
82,8,0.763358778625954
83,8,0.771863117870723
84,8,0.771863117870723
85,8,0.761363636363636
86,8,0.761363636363636
87,8,0.761363636363636
88,8,0.761363636363636
89,8,0.761363636363636
90,8,0.790874524714829
91,8,0.790874524714829
92,8,0.790874524714829
93,8,0.773946360153257
94,8,0.773946360153257
95,8,0.773946360153257
96,8,0.773946360153257
97,8,0.755725190839695
98,8,0.755725190839695
99,8,0.755725190839695
100,8,0.755725190839695
1,9,0.793893129770992
2,9,0.779467680608365
3,9,0.781954887218045
4,9,0.722846441947566
5,9,0.758364312267658
6,9,0.799242424242424
7,9,0.787313432835821
8,9,0.763157894736842
9,9,0.769811320754717
10,9,0.755639097744361
11,9,0.789473684210526
12,9,0.767790262172285
13,9,0.808988764044944
14,9,0.738636363636364
15,9,0.770992366412214
16,9,0.790874524714829
17,9,0.762264150943396
18,9,0.765151515151515
19,9,0.790874524714829
20,9,0.752808988764045
21,9,0.737827715355805
22,9,0.723484848484849
23,9,0.79622641509434
24,9,0.762264150943396
25,9,0.798507462686567
26,9,0.752808988764045
27,9,0.741573033707865
28,9,0.763157894736842
29,9,0.780669144981413
30,9,0.793233082706767
31,9,0.774436090225564
32,9,0.817164179104478
33,9,0.742424242424242
34,9,0.758490566037736
35,9,0.760456273764259
36,9,0.718631178707224
37,9,0.761363636363636
38,9,0.731060606060606
39,9,0.743396226415094
40,9,0.725563909774436
41,9,0.754716981132076
42,9,0.778195488721805
43,9,0.75187969924812
44,9,0.746268656716418
45,9,0.733082706766917
46,9,0.757462686567164
47,9,0.772388059701493
48,9,0.772388059701493
49,9,0.746212121212121
50,9,0.810606060606061
51,9,0.746212121212121
52,9,0.774809160305344
53,9,0.796992481203008
54,9,0.778195488721805
55,9,0.746212121212121
56,9,0.746212121212121
57,9,0.746212121212121
58,9,0.75187969924812
59,9,0.757575757575758
60,9,0.757575757575758
61,9,0.736059479553903
62,9,0.732075471698113
63,9,0.732075471698113
64,9,0.778195488721805
65,9,0.778195488721805
66,9,0.778195488721805
67,9,0.777358490566038
68,9,0.777358490566038
69,9,0.777358490566038
70,9,0.773584905660377
71,9,0.781132075471698
72,9,0.763157894736842
73,9,0.756653992395437
74,9,0.756653992395437
75,9,0.787072243346008
76,9,0.763157894736842
77,9,0.763157894736842
78,9,0.763157894736842
79,9,0.763157894736842
80,9,0.763157894736842
81,9,0.753787878787879
82,9,0.754716981132076
83,9,0.750943396226415
84,9,0.750943396226415
85,9,0.808988764044944
86,9,0.808988764044944
87,9,0.808988764044944
88,9,0.808988764044944
89,9,0.808988764044944
90,9,0.781954887218045
91,9,0.781954887218045
92,9,0.781954887218045
93,9,0.787878787878788
94,9,0.787878787878788
95,9,0.787878787878788
96,9,0.787878787878788
97,9,0.768939393939394
98,9,0.768939393939394
99,9,0.768939393939394
100,9,0.768939393939394
1,10,0.781954887218045
2,10,0.785714285714286
3,10,0.764044943820225
4,10,0.773234200743494
5,10,0.776951672862453
6,10,0.789473684210526
7,10,0.772388059701493
8,10,0.779026217228465
9,10,0.798507462686567
10,10,0.764044943820225
11,10,0.808270676691729
12,10,0.791044776119403
13,10,0.810408921933085
14,10,0.769811320754717
15,10,0.759398496240602
16,10,0.782771535580524
17,10,0.785714285714286
18,10,0.745318352059925
19,10,0.791044776119403
20,10,0.788104089219331
21,10,0.754646840148699
22,10,0.710526315789474
23,10,0.81578947368421
24,10,0.758490566037736
25,10,0.792592592592593
26,10,0.779850746268657
27,10,0.748148148148148
28,10,0.782771535580524
29,10,0.803703703703704
30,10,0.785714285714286
31,10,0.798507462686567
32,10,0.806691449814126
33,10,0.752808988764045
34,10,0.759398496240602
35,10,0.760299625468165
36,10,0.740601503759399
37,10,0.769811320754717
38,10,0.757575757575758
39,10,0.734082397003745
40,10,0.704119850187266
41,10,0.752808988764045
42,10,0.755639097744361
43,10,0.774436090225564
44,10,0.75
45,10,0.75187969924812
46,10,0.76865671641791
47,10,0.780669144981413
48,10,0.780669144981413
49,10,0.747169811320755
50,10,0.773584905660377
51,10,0.759398496240602
52,10,0.784905660377359
53,10,0.81203007518797
54,10,0.798507462686567
55,10,0.735074626865672
56,10,0.735074626865672
57,10,0.735074626865672
58,10,0.760299625468165
59,10,0.765151515151515
60,10,0.765151515151515
61,10,0.739776951672863
62,10,0.730337078651685
63,10,0.730337078651685
64,10,0.765799256505576
65,10,0.765799256505576
66,10,0.765799256505576
67,10,0.797752808988764
68,10,0.797752808988764
69,10,0.797752808988764
70,10,0.745318352059925
71,10,0.781954887218045
72,10,0.773234200743494
73,10,0.75187969924812
74,10,0.75187969924812
75,10,0.774436090225564
76,10,0.749063670411985
77,10,0.749063670411985
78,10,0.749063670411985
79,10,0.749063670411985
80,10,0.749063670411985
81,10,0.770676691729323
82,10,0.761194029850746
83,10,0.776119402985075
84,10,0.776119402985075
85,10,0.791044776119403
86,10,0.791044776119403
87,10,0.791044776119403
88,10,0.791044776119403
89,10,0.791044776119403
90,10,0.787313432835821
91,10,0.787313432835821
92,10,0.787313432835821
93,10,0.794007490636704
94,10,0.794007490636704
95,10,0.794007490636704
96,10,0.794007490636704
97,10,0.767790262172285
98,10,0.767790262172285
99,10,0.767790262172285
100,10,0.767790262172285
1,11,0.771535580524345
2,11,0.763157894736842
3,11,0.787313432835821
4,11,0.788104089219331
5,11,0.776951672862453
6,11,0.786516853932584
7,11,0.779850746268657
8,11,0.797752808988764
9,11,0.791044776119403
10,11,0.791044776119403
11,11,0.794776119402985
12,11,0.788888888888889
13,11,0.828996282527881
14,11,0.74812030075188
15,11,0.776951672862453
16,11,0.788104089219331
17,11,0.785714285714286
18,11,0.762081784386617
19,11,0.792592592592593
20,11,0.758364312267658
21,11,0.747211895910781
22,11,0.734082397003745
23,11,0.823970037453184
24,11,0.74812030075188
25,11,0.811111111111111
26,11,0.798507462686567
27,11,0.748148148148148
28,11,0.779026217228465
29,11,0.811111111111111
30,11,0.781954887218045
31,11,0.762962962962963
32,11,0.799256505576208
33,11,0.745318352059925
34,11,0.752808988764045
35,11,0.741573033707865
36,11,0.753731343283582
37,11,0.761194029850746
38,11,0.75187969924812
39,11,0.730337078651685
40,11,0.725925925925926
41,11,0.761194029850746
42,11,0.762081784386617
43,11,0.799256505576208
44,11,0.773234200743494
45,11,0.767790262172285
46,11,0.762081784386617
47,11,0.765799256505576
48,11,0.765799256505576
49,11,0.75187969924812
50,11,0.778195488721805
51,11,0.764925373134328
52,11,0.776119402985075
53,11,0.808988764044944
54,11,0.787313432835821
55,11,0.761194029850746
56,11,0.761194029850746
57,11,0.761194029850746
58,11,0.757462686567164
59,11,0.766037735849057
60,11,0.766037735849057
61,11,0.762081784386617
62,11,0.757462686567164
63,11,0.738805970149254
64,11,0.79182156133829
65,11,0.79182156133829
66,11,0.79182156133829
67,11,0.784386617100372
68,11,0.784386617100372
69,11,0.784386617100372
70,11,0.762081784386617
71,11,0.779850746268657
72,11,0.769516728624535
73,11,0.756554307116105
74,11,0.756554307116105
75,11,0.752808988764045
76,11,0.743494423791822
77,11,0.743494423791822
78,11,0.743494423791822
79,11,0.743494423791822
80,11,0.743494423791822
81,11,0.761194029850746
82,11,0.739776951672863
83,11,0.758364312267658
84,11,0.758364312267658
85,11,0.798507462686567
86,11,0.798507462686567
87,11,0.798507462686567
88,11,0.798507462686567
89,11,0.798507462686567
90,11,0.774074074074074
91,11,0.774074074074074
92,11,0.774074074074074
93,11,0.776951672862453
94,11,0.776951672862453
95,11,0.776951672862453
96,11,0.776951672862453
97,11,0.809701492537313
98,11,0.787313432835821
99,11,0.787313432835821
100,11,0.787313432835821
1,12,0.767790262172285
2,12,0.774436090225564
3,12,0.784386617100372
4,12,0.795539033457249
5,12,0.79182156133829
6,12,0.782771535580524
7,12,0.791044776119403
8,12,0.802238805970149
9,12,0.791044776119403
10,12,0.799256505576208
11,12,0.798507462686567
12,12,0.792592592592593
13,12,0.810408921933085
14,12,0.755639097744361
15,12,0.799256505576208
16,12,0.792592592592593
17,12,0.779850746268657
18,12,0.754646840148699
19,12,0.792592592592593
20,12,0.774074074074074
21,12,0.766666666666667
22,12,0.73134328358209
23,12,0.805970149253731
24,12,0.75
25,12,0.814814814814815
26,12,0.780669144981413
27,12,0.762962962962963
28,12,0.797752808988764
29,12,0.766666666666667
30,12,0.794776119402985
31,12,0.792592592592593
32,12,0.803703703703704
33,12,0.75
34,12,0.752808988764045
35,12,0.75
36,12,0.73134328358209
37,12,0.769516728624535
38,12,0.766917293233083
39,12,0.73134328358209
40,12,0.72962962962963
41,12,0.788104089219331
42,12,0.780669144981413
43,12,0.780669144981413
44,12,0.774074074074074
45,12,0.757462686567164
46,12,0.785185185185185
47,12,0.796296296296296
48,12,0.796296296296296
49,12,0.759398496240602
50,12,0.776119402985075
51,12,0.75
52,12,0.761194029850746
53,12,0.794776119402985
54,12,0.835820895522388
55,12,0.762962962962963
56,12,0.762962962962963
57,12,0.774074074074074
58,12,0.787313432835821
59,12,0.770676691729323
60,12,0.785714285714286
61,12,0.751851851851852
62,12,0.739776951672863
63,12,0.742537313432836
64,12,0.773234200743494
65,12,0.773234200743494
66,12,0.773234200743494
67,12,0.780669144981413
68,12,0.780669144981413
69,12,0.780669144981413
70,12,0.773234200743494
71,12,0.798507462686567
72,12,0.769516728624535
73,12,0.779026217228465
74,12,0.779026217228465
75,12,0.757462686567164
76,12,0.762081784386617
77,12,0.762081784386617
78,12,0.762081784386617
79,12,0.762081784386617
80,12,0.754646840148699
81,12,0.784386617100372
82,12,0.758364312267658
83,12,0.774074074074074
